District Name;Constituency Name;;Ward Name;Centre Code;Centre Name;Polling Station;Number Of Registred Voters;Null And Void;Total Number Voted;"LAZARUS
CHAKWERA (MCP)";"PETER  DOMINICO SINOSI DRIVER
KUWANI (MMD)";"ARTHUR PETER
MUTHARIKA (DPP)"
;;;Mwasa;16239;St Augustine II School;PS1;2,756;9;559;69;0;481
;;;;;;PS2;2,756;8;557;80;4;465
;;;;;;PS3;2,756;3;537;59;2;473
;Mangochi Malombe;;Maiwa;16037;Chowe School;PS1;1,932;8;672;42;5;617
;;;;;;PS2;1,932;3;649;56;9;581
;;;;16038;Namaswa School;PS1;2,884;13;600;18;9;560
;;;;;;PS2;2,884;9;596;33;4;550
;;;;;;PS3;2,884;15;605;28;11;551
;;;;16039;Malombe School;PS1;1,900;9;630;21;0;600
;;;;;;PS2;1,900;8;613;40;5;560
;;;;16040;Mtuwa School;PS1;3,507;13;593;27;5;548
;;;;;;PS2;3,507;15;556;26;4;511
;;;;;;PS3;3,507;25;576;26;7;518
;;;;;;PS4;3,507;11;613;22;8;572
;;;;16041;Nalikolo School;PS1;1,925;23;641;28;9;581
;;;;;;PS2;1,925;37;620;25;7;551
;;;;16042;Msinjiri School;PS1;1,760;19;557;11;9;518
;;;;;;PS2;1,760;22;569;19;4;524
;;;;16043;Mangale School;PS1;930;20;596;22;8;546
;;;;16044;Nangwazi J. P. School;PS1;1,490;27;486;10;14;435
;;;;;;PS2;1,490;24;471;13;6;428
;;;;16045;Nsawa;PS1;921;33;607;31;8;535
;;;;16046;Matamanda;PS1;778;8;472;17;1;446
;;;;16047;Sambam'manja J. P. School;PS1;1,087;15;330;11;9;295
;;;;;;PS2;1,087;10;347;15;8;314
;;;;16048;Mtitimira School;PS1;1,629;10;586;11;19;546
;;;;;;PS2;1,629;27;569;18;7;517
;;;Masanje;16049;Lilimbe School;PS1;682;14;455;31;10;400
;;;;16050;Chigumula School;PS1;1,150;13;397;14;13;357
;;;;;;PS2;1,150;24;380;10;4;342
;;;;16051;Chinguwo School;PS1;1,382;9;462;23;7;423
;;;;;;PS2;1,382;8;444;33;8;395
;;;;16052;Mbombwe School;PS1;1,577;9;441;74;2;356
;;;;;;PS2;1,577;3;450;88;15;344
;;;;16053;Chimesya School;PS1;2,024;22;517;16;4;475
;;;;;;PS2;2,024;10;515;12;6;487
;;;;;;PS3;2,024;6;521;9;4;502
;;;;16054;Misolo School;PS1;2,231;10;468;15;9;434
;;;;;;PS2;2,231;8;403;20;5;370
;;;;;;PS3;2,231;31;426;17;4;374
;;;;16055;Mbwazi J. P. School;PS1;1,050;1;309;26;4;278
;;;;;;PS2;1,050;7;317;15;1;294
;;;;16246;Namitonga School;PS1;1,413;12;476;26;5;433
;;;;;;PS2;1,413;8;467;20;8;431
;Mangochi East;;Katuli North;16056;Mdinde CDSS;PS1;768;23;350;23;3;301
;;;;16057;Namasawi;PS1;1,602;15;422;15;2;390
;;;;;;PS2;1,602;23;404;30;13;338
;;;;16058;Kachere School;PS1;1,680;22;446;25;5;394
;;;;;;PS2;1,680;18;450;15;6;411
;;;;16059;Mdinde Primary School;PS1;3,214;0;424;19;2;403
;;;;;;PS2;3,214;3;408;20;4;381
;;;;;;PS3;3,214;7;456;36;4;409
;;;;;;PS4;3,214;6;445;25;4;410
;;;;16060;Ngapani School;PS1;1,688;14;241;27;3;197
;;;;;;PS2;1,688;11;253;29;0;213
;;;;16061;Mpita II School;PS1;1,343;4;429;27;9;389
;;;;;;PS2;1,343;18;429;28;10;373
;;;;16062;Chitete School;PS1;1,542;14;286;16;2;254
;;;;;;PS2;1,542;10;297;25;4;258
;;;;16063;Kwisimba School;PS1;1,709;18;393;17;11;347
;;;;;;PS2;1,709;6;390;21;14;349
;;;;16064;Mpingwe School;PS1;1,690;22;535;26;8;479
;;;;;;PS2;1,690;13;515;26;7;469
;;;;16065;Matembwera School;PS1;486;5;200;9;5;181
;;;;16066;Mponda J.P. School;PS1;1,003;8;149;10;5;126
;;;;;;PS2;1,003;4;151;15;1;131
;;;;16248;Matumula Nursery School;PS1;825;15;424;21;7;381
;;;Katuli South;16067;Luchimwa School;PS1;1,252;20;394;28;11;335
;;;;;;PS2;1,252;13;393;27;9;344
;;;;16068;Lusalumwe School;PS1;1,394;11;449;21;2;415
;;;;;;PS2;1,394;16;438;31;7;384
;;;;16069;Kwilembe School;PS1;1,996;9;574;51;9;505
;;;;;;PS2;1,996;4;584;58;6;516
;;;;16070;Luwalika School;PS1;1,478;19;478;14;8;437
;;;;;;PS2;1,478;15;497;25;7;450
;;;;16071;Nambalale School;PS1;1,282;3;447;16;7;421
;;;;;;PS2;1,282;8;405;16;3;378
;;;;16072;Nakanyanja School;PS1;1,428;16;434;23;6;389
;;;;;;PS2;1,428;18;403;32;4;349
;;;;16073;Mpapa School;PS1;492;5;333;36;6;286
;;;;16074;Mchokola School;PS1;1,037;16;382;13;2;351
;;;;;;PS2;1,037;13;366;9;5;339
;;;;16075;Mpwakata School;PS1;1,446;12;380;15;1;352
;;;;;;PS2;1,446;3;388;18;7;360
;;;;16076;Mgwirizano School;PS1;1,598;28;462;23;7;404
;;;;;;PS2;1,598;19;451;14;7;411
;;;;16077;Makande Village/Clinic;PS1;1,204;40;381;13;5;323
;;;;;;PS2;1,204;46;367;13;12;296
;;;;16247;Litunji CBO;PS1;1,136;7;416;13;1;395
;;;;;;PS2;1,136;2;386;10;3;371
;;;;16249;Ngalipa CBO;PS1;1,020;11;363;13;9;330
;;;;;;PS2;1,020;9;363;9;2;343
;Mangochi South;;Nlimba;16078;Nangalore;PS1;1,069;5;185;22;8;150
;;;;;;PS2;1,069;5;173;21;10;137
;;;;16079;Mandimba School;PS1;2,211;23;405;24;5;353
;;;;;;PS2;2,211;18;399;23;7;351
;;;;;;PS3;2,211;22;408;34;13;339
;;;;16080;Namitambo School;PS1;2,646;4;539;28;8;499
;;;;;;PS2;2,646;9;515;33;9;464
;;;;;;PS3;2,646;18;524;39;17;450
;;;;16081;Masuku School;PS1;2,213;13;407;60;5;329
;;;;;;PS2;2,213;12;405;63;7;323
;;;;;;PS3;2,213;7;379;45;10;317
;;;;16082;St Ignasious School;PS1;1,879;15;612;96;15;486
;;;;;;PS2;1,879;21;553;101;19;412
;;;;16083;Chayanika School;PS1;2,669;3;324;20;9;292
;;;;;;PS2;2,669;6;316;16;4;290
;;;;;;PS3;2,669;10;325;28;6;281
;;;;16084;Nangalamu Schol;PS1;1,781;10;403;63;9;321
;;;;;;PS2;1,781;14;400;44;7;335
;;;;16085;Msusa School;PS1;903;1;276;40;8;227
;;;;16086;Ipani School;PS1;1,270;1;241;32;7;201
;;;;;;PS2;1,270;11;285;42;9;223
;;;;16087;Nakawale II School;PS1;989;4;427;81;16;326
;;;;16088;Jiramu School;PS1;1,711;17;523;36;11;459
;;;;;;PS2;1,711;7;533;34;11;481
;;;;16089;Magomero School;PS1;2,927;31;437;59;13;334
;;;;;;PS2;2,927;22;456;70;11;353
;;;;;;PS3;2,927;17;468;58;12;381
;;;;16090;Nakawale I School;PS1;1,281;6;287;89;8;184
;;;;;;PS2;1,281;4;294;92;4;194
;;;;16250;Nantinda/Namichesi School;PS1;418;5;236;33;5;193
;;;;16251;Namasimba I school;PS1;1,059;8;346;20;5;313
;;;;;;PS2;1,059;3;321;26;5;287
;;;;16252;Ngalinjenawo/Nangalinje school;PS1;1,162;7;316;12;15;282
;;;;;;PS2;1,162;21;323;6;14;282
;;;Chipunga;16091;Namasimba II School;PS1;1,230;4;321;30;1;286
;;;;;;PS2;1,230;3;313;24;1;285
;;;;16092;Mkumba School;PS1;1,380;24;490;94;9;363
;;;;;;PS2;1,380;13;526;87;7;419
;;;;16093;Nampinguja School;PS1;2,196;12;495;46;9;428
;;;;;;PS2;2,196;17;471;40;2;412
;;;;;;PS3;2,196;17;470;40;1;412
;;;;16094;Chisopi School;PS1;1,667;26;426;32;5;363
;;;;;;PS2;1,667;15;398;29;4;350
;;;;16095;Lidunde School;PS1;1,514;10;466;35;6;415
;;;;;;PS2;1,514;13;442;42;6;381
;;;;16096;Chipunga School;PS1;1,753;24;474;43;9;398
;;;;;;PS2;1,753;43;494;53;5;393
;;;;16097;Malindi II P. School;PS1;1,441;9;461;25;10;417
;;;;;;PS2;1,441;12;452;39;6;395
;;;;16253;Ntotokola School;PS1;1,356;8;424;54;5;357
;;;;;;PS2;1,356;11;404;54;5;334
;;;;16254;Lufalo school;PS1;1,451;2;485;55;9;419
;;;;;;PS2;1,451;6;467;49;11;401
;;;;16255;Nandembo school;PS1;1,266;13;457;46;5;393
;;;;;;PS2;1,266;4;476;27;3;442
;Mangochi South West;;Chilipa;16098;Chilipa I School;PS1;2,313;2;389;134;5;248
;;;;;;PS2;2,313;7;377;111;4;255
;;;;;;PS3;2,313;9;358;113;5;231
;;;;16099;Chilipa II School;PS1;1,229;4;203;41;4;154
;;;;;;PS2;1,229;0;204;37;6;161
;;;;16100;Mphika School;PS1;888;4;474;65;11;394
;;;;16101;Kapire School;PS1;1,242;2;277;97;3;175
;;;;;;PS2;1,242;3;247;83;3;158
;;;;16102;Matope School;PS1;1,694;10;357;64;10;273
;;;;;;PS2;1,694;5;372;71;5;291
;;;;16103;Nikisi School;PS1;1,157;4;253;101;5;143
;;;;;;PS2;1,157;2;216;75;2;137
;;;;16104;Masakasa School;PS1;1,658;10;462;35;6;411
;;;;;;PS2;1,658;9;431;50;3;369
;;;;16105;Khungwa School;PS1;800;1;358;68;16;273
;;;;16106;Msasa School;PS1;1,222;9;309;34;4;262
;;;;;;PS2;1,222;4;282;28;2;248
;;;;16107;Kabudira I School;PS1;1,065;3;264;34;3;224
;;;;;;PS2;1,065;5;265;43;2;215
;;;;16108;Malenga School;PS1;2,051;9;354;44;3;298
;;;;;;PS2;2,051;7;359;30;4;318
;;;;;;PS3;2,051;6;378;48;0;324
;;;;16109;Mtosa School;PS1;1,271;4;239;35;0;200
;;;;;;PS2;1,271;1;219;26;2;190
;;;;16110;Mtendere School;PS1;966;7;451;136;7;301
;;;;16111;Mwaye School;PS1;1,198;3;347;153;1;190
;;;;;;PS2;1,198;4;374;147;4;219
;;;;16112;Mlongoti School;PS1;732;6;256;77;10;163
;;;;16113;Migula School;PS1;520;4;268;103;9;152
;;;Katema- Mtimabi;16114;Kamundi School;PS1;1,863;5;499;38;4;452
;;;;;;PS2;1,863;8;479;57;6;408
;;;;16115;Mswanthaka School;PS1;1,273;2;329;34;5;288
;;;;;;PS2;1,273;7;327;29;7;284
;;;;16116;Thumu School;PS1;1,212;12;327;37;3;275
;;;;;;PS2;1,212;5;322;30;4;283
;;;;16117;Chileka School;PS1;870;9;538;71;3;455
;;;;16118;Mpitilira School;PS1;1,815;17;541;52;6;466
;;;;;;PS2;1,815;13;517;58;9;437
;;;;16119;Mtimabi School;PS1;2,766;34;412;36;6;336
;;;;;;PS2;2,766;17;410;53;6;334
;;;;;;PS3;2,766;12;377;52;2;311
;;;;16120;Namisi School;PS1;2,711;8;514;60;4;442
;;;;;;PS2;2,711;7;535;101;5;422
;;;;;;PS3;2,711;7;491;71;9;404
;;;;16121;Majiga School;PS1;1,837;5;453;89;13;346
;;;;;;PS2;1,837;8;461;89;7;357
;;;;16122;Kapako School;PS1;1,086;6;298;42;3;247
;;;;;;PS2;1,086;6;316;39;4;267
;;;;16123;Mayera School;PS1;686;10;403;50;5;338
;;;;16124;Boola School;PS1;459;3;256;13;3;237
;;;;16125;Kadyangunde School;PS1;1,435;8;354;40;8;298
;;;;;;PS2;1,435;12;345;39;6;288
;;;;16126;Chiunda School;PS1;1,161;10;306;38;4;254
;;;;;;PS2;1,161;2;289;33;5;249
;;;;16127;Kachala School;PS1;565;8;375;71;3;293
;;;;16128;Msosa School;PS1;761;13;500;21;2;464
;;;;16129;Mpita I School;PS1;823;21;491;29;8;433
;;;;16130;Phirilongwe School;PS1;859;5;408;54;6;343
;;;;16131;Tangatanga School;PS1;324;0;190;23;2;165
;;;;16132;Koloko CBO;PS1;845;3;371;55;9;304
;Mangochi Central;;Koche;16133;Njereza School;PS1;788;7;425;78;3;337
;;;;16134;Makawa School;PS1;5,419;9;524;72;6;437
;;;;;;PS2;5,419;11;501;107;4;379
;;;;;;PS3;5,419;11;491;88;2;390
;;;;;;PS4;5,419;23;521;108;5;385
;;;;;;PS5;5,419;5;538;123;3;407
;;;;;;PS6;5,419;21;480;81;5;373
;;;;16135;Koche School;PS1;4,766;9;621;123;5;484
;;;;;;PS2;4,766;21;565;100;5;439
;;;;;;PS3;4,766;8;638;185;4;441
;;;;;;PS4;4,766;12;614;169;2;431
;;;;;;PS5;4,766;21;603;113;6;463
;;;;16136;Samama School;PS1;2,053;19;474;34;2;419
;;;;;;PS2;2,053;4;484;35;4;441
;;;;;;PS3;2,053;6;472;34;0;432
;;;;16137;Mauni School;PS1;1,230;11;367;35;5;316
;;;;;;PS2;1,230;7;343;36;2;298
;;;;16138;St Pauls School;PS1;425;24;295;26;5;240
;;;;16139;Malunga / Bolera Vge/Nkali Under 5 Clinic;PS1;2,170;9;359;37;5;308
;;;;;;PS2;2,170;6;365;31;9;319
;;;;;;PS3;2,170;17;347;41;7;282
;;;;16140;Lwanga School;PS1;1,975;22;577;104;7;444
;;;;;;PS2;1,975;23;596;125;8;440
;;;;16141;Namatanda School;PS1;280;1;172;9;1;161
;;;;16142;Nansenga School;PS1;1,414;4;411;56;1;350
;;;;;;PS2;1,414;12;416;55;4;345
;;;;16143;Mchoka School;PS1;949;20;589;102;4;463
;;;Thundu;16144;Mbonechera;PS1;1,404;2;377;25;3;347
;;;;;;PS2;1,404;2;374;31;2;339
;;;;16145;Chipalamawamba;PS1;2,114;7;471;91;8;365
;;;;;;PS2;2,114;5;447;98;4;340
;;;;;;PS3;2,114;2;479;80;2;395
;;;;16146;Milambe;PS1;2,429;13;521;66;7;435
;;;;;;PS2;2,429;13;502;58;2;429
;;;;;;PS3;2,429;7;517;61;7;442
;;;;16147;Mpinganjira;PS1;3,074;3;446;47;1;395
;;;;;;PS2;3,074;6;440;44;3;387
;;;;;;PS3;3,074;10;432;54;6;362
;;;;;;PS4;3,074;17;444;52;5;370
;;;;16148;Mpondasi CDSS;PS1;2,463;14;545;59;6;466
;;;;;;PS2;2,463;8;563;54;4;497
;;;;;;PS3;2,463;9;586;50;3;524
;;;;16149;Mtambuwa;PS1;1,153;10;372;32;5;325
;;;;;;PS2;1,153;9;374;46;3;316
;;;Chigawe;16231;Community  Centre;PS1;2,702;1;570;244;2;323
;;;;;;PS2;2,702;4;543;237;3;299
;;;;;;PS3;2,702;2;548;248;1;297
;;;;;;PS4;2,702;0;61;33;0;28
;;;Chikole;16232;Mpondasi Primary;PS1;2,400;8;494;79;5;402
;;;;;;PS2;2,400;10;490;95;1;384
;;;;;;PS3;2,400;2;472;78;1;391
;;;Kalungu;16233;Aisha Girls school;PS1;1,990;3;619;137;4;475
;;;;;;PS2;1,990;8;640;156;4;472
;;;Mikomwa;16234;Admarc;PS1;2,725;14;548;137;1;396
;;;;;;PS2;2,725;2;578;191;4;381
;;;;;;PS3;2,725;3;574;151;3;417
;;;Nkanamwano;16235;St Augustine III;PS1;3,320;7;506;167;3;329
;;;;;;PS2;3,320;6;507;174;2;325
;;;;;;PS3;3,320;4;532;194;1;333
;;;;;;PS4;3,320;10;554;203;2;339
;;;Msikisi;16236;Habitat;PS1;3,522;5;549;164;1;379
;;;;;;PS2;3,522;8;566;163;1;394
;;;;;;PS3;3,522;4;596;201;1;390
;;;;;;PS4;3,522;5;552;166;0;381
;;;Msukamwere;16237;Stadium;PS1;1,744;9;568;223;4;332
;;;;;;PS2;1,744;4;543;224;6;309
;;;Ndege;16240;St Augustine I (Boma) School;PS1;1,606;2;505;205;1;297
;;;;;;PS2;1,606;1;507;180;3;323
;Mangochi Nkungulu;;Nkungulu;16150;Nasite School;PS1;1,854;15;558;28;3;512
;;;;;;PS2;1,854;5;550;33;7;505
;;;;16151;Chiwaula School;PS1;1,083;3;409;37;1;368
;;;;;;PS2;1,083;2;410;52;3;353
;;;;16152;Chimwala School;PS1;2,139;8;467;67;2;390
;;;;;;PS2;2,139;11;470;93;1;365
;;;;;;PS3;2,139;2;455;88;4;361
;;;;16153;Changamire School;PS1;3,078;6;552;39;1;506
;;;;;;PS2;3,078;17;536;50;3;466
;;;;;;PS3;3,078;8;516;63;5;440
;;;;;;PS4;3,078;6;541;44;3;488
;;;;16154;Chimwalire School;PS1;409;6;243;34;0;203
;;;Mpale;16155;Mpumbe School;PS1;1,048;2;253;10;7;234
;;;;;;PS2;1,048;5;253;17;2;229
;;;;16156;Khaula School;PS1;374;3;186;15;0;168
;;;;16157;Kausi School;PS1;1,962;9;600;21;2;568
;;;;;;PS2;1,962;7;560;30;3;520
;;;;16158;Mpale School;PS1;2,308;12;540;19;3;506
;;;;;;PS2;2,308;60;542;16;2;464
;;;;;;PS3;2,308;19;544;21;3;501
;;;;16159;Changali School;PS1;2,060;10;488;19;3;456
;;;;;;PS2;2,060;9;471;24;1;437
;;;;;;PS3;2,060;12;484;23;2;447
;;;;16160;Chisawa School;PS1;1,314;6;435;13;2;414
;;;;;;PS2;1,314;10;427;13;2;402
;;;;16161;Kasolo School;PS1;1,359;6;480;22;2;450
;;;;;;PS2;1,359;9;463;23;3;428
;;;;16162;Kongwe School;PS1;461;5;225;25;1;194
;Mangochi West;;Mvumba;16163;Kabudira II School;PS1;1,812;3;398;90;3;302
;;;;;;PS2;1,812;4;406;115;3;284
;;;;16164;Kapirimtiwa School;PS1;755;2;490;287;7;194
;;;;16165;Chimvuu I School;PS1;2,262;2;358;72;4;280
;;;;;;PS2;2,262;3;380;96;7;274
;;;;;;PS3;2,262;9;351;80;5;257
;;;;16166;Maundu school;PS1;1,781;5;416;123;5;283
;;;;;;PS2;1,781;5;402;101;8;288
;;;;16167;Sokole School;PS1;1,480;5;327;185;2;135
;;;;;;PS2;1,480;6;335;174;7;148
;;;;16168;Thema I School;PS1;1,586;7;447;315;4;121
;;;;;;PS2;1,586;9;467;312;11;135
;;;;16169;Katondo School;PS1;687;7;352;172;7;166
;;;;16170;Makunula School;PS1;1,126;8;303;62;6;227
;;;;;;PS2;1,126;4;279;37;1;237
;;;;16171;Mlambe School;PS1;680;4;432;262;9;157
;;;;16172;Suludi School;PS1;717;17;484;79;3;385
;;;;16173;Thema II School;PS1;1,146;0;280;195;2;83
;;;;;;PS2;1,146;6;265;148;4;107
;;;Malembo;16174;Malembo School;PS1;2,914;3;585;217;4;361
;;;;;;PS2;2,914;4;565;212;1;348
;;;;;;PS3;2,914;3;546;196;3;344
;;;;16175;Chantulo School;PS1;2,527;4;410;189;4;213
;;;;;;PS2;2,527;4;389;175;6;204
;;;;;;PS3;2,527;2;394;168;4;220
;;;;16176;Funwe School;PS1;1,344;7;416;53;5;351
;;;;;;PS2;1,344;4;395;47;2;342
;;;;16177;Mangombo School;PS1;2,196;4;469;65;4;396
;;;;;;PS2;2,196;0;457;50;5;402
;;;;;;PS3;2,196;9;470;47;5;409
;;;;16178;Chimvuu II School;PS1;706;7;302;97;4;194
;;;;16179;Sangadzi II School;PS1;749;6;480;73;10;391
;;;;16180;Chilumba School;PS1;1,280;3;359;104;3;249
;;;;;;PS2;1,280;2;346;98;3;243
;;;;16181;Mchema School;PS1;1,042;8;292;29;4;251
;;;;;;PS2;1,042;7;307;45;3;252
;;;;16256;Mpata School;PS1;493;1;286;57;2;226
;Mangochi Monkey Bay;;Monkey Bay;16182;Monkey Bay School;PS1;3,533;3;509;265;3;238
;;;;;;PS2;3,533;1;534;288;1;244
;;;;;;PS3;3,533;2;521;300;3;216
;;;;;;PS4;3,533;4;518;270;6;238
;;;;16183;Mbwadzulu School;PS1;1,904;2;524;148;3;371
;;;;;;PS2;1,904;10;540;144;1;385
;;;;16184;Cape Maclear School;PS1;3,669;3;597;173;3;418
;;;;;;PS2;3,669;8;590;164;6;412
;;;;;;PS3;3,669;4;567;164;0;399
;;;;;;PS4;3,669;6;607;167;1;433
;;;;16185;Msaka School;PS1;1,467;1;413;102;0;310
;;;;;;PS2;1,467;2;379;106;3;268
;;;;16186;Zambo School;PS1;712;1;289;93;0;195
;;;;16187;Nankhwali School;PS1;2,244;4;514;258;3;249
;;;;;;PS2;2,244;6;492;240;2;244
;;;;;;PS3;2,244;3;521;272;1;245
;;;;16188;Mponya School;PS1;772;2;460;142;1;315
;;;;16189;Namazizi School;PS1;922;5;569;236;9;319
;;;;16190;Monkey Bay CDSS;PS1;1,788;5;538;233;0;300
;;;;;;PS2;1,788;1;523;204;2;316
;;;;16191;Nkupa Village/Chiwole;PS1;604;5;344;115;2;222
;;;Nkope;16192;Nkope School;PS1;2,598;6;501;88;6;401
;;;;;;PS2;2,598;13;543;121;3;406
;;;;;;PS3;2,598;5;515;89;2;419
;;;;16193;Nkhudzi Bay School;PS1;1,401;2;408;180;3;223
;;;;;;PS2;1,401;4;444;192;2;246
;;;;16194;Nakundu School;PS1;1,398;9;363;107;2;245
;;;;;;PS2;1,398;7;365;91;7;260
;;;;16195;Ulande School;PS1;2,100;7;446;59;3;377
;;;;;;PS2;2,100;11;457;57;1;388
;;;;;;PS3;2,100;5;444;61;6;372
;;;;16196;Ntonda School;PS1;2,264;15;426;109;8;294
;;;;;;PS2;2,264;16;450;149;6;279
;;;;;;PS3;2,264;4;441;137;3;297
;;;;16197;Sangadzi I School;PS1;1,233;3;368;89;3;273
;;;;;;PS2;1,233;5;341;90;1;245
;;;;16198;Mkombe School;PS1;1,260;3;284;101;2;178
;;;;;;PS2;1,260;3;295;114;1;177
;;;;16199;Mselema School;PS1;608;3;303;48;2;250
;;;;16200;Chididi School;PS1;639;11;391;45;4;331
;;;;16201;Ching'ombe School;PS1;602;10;374;57;4;303
;;;;16202;Tukululu School;PS1;485;2;252;54;0;196
;;;;16257;Ntakataka School;PS1;2,249;7;423;137;0;279
;;;;;;PS2;2,249;8;421;140;3;270
;;;;;;PS3;2,249;1;435;148;1;285
;Mangochi Lutende;;Namavi;16203;St Joseph School;PS1;2,761;10;642;20;5;607
;;;;;;PS2;2,761;6;660;20;2;632
;;;;;;PS3;2,761;2;651;20;3;626
;;;;16204;Unga II School;PS1;1,660;9;542;5;2;526
;;;;;;PS2;1,660;5;553;15;2;531
;;;;16205;Milimbo School;PS1;2,287;11;468;18;6;433
;;;;;;PS2;2,287;4;461;17;4;436
;;;;;;PS3;2,287;7;468;13;3;445
;;;;16206;St. Joseph CDSS;PS1;1,042;17;364;21;5;321
;;;;;;PS2;1,042;7;363;9;0;347
;;;;16207;Nyangu Village/Kadango Under 5 Clinic;PS1;1,269;9;444;17;2;416
;;;;;;PS2;1,269;12;416;7;7;390
;;;Mbwazi;16208;Miwawe School;PS1;1,419;6;423;19;3;395
;;;;;;PS2;1,419;8;428;20;10;390
;;;;16209;Lungwena School;PS1;2,667;12;582;43;9;518
;;;;;;PS2;2,667;22;603;72;3;506
;;;;;;PS3;2,667;4;573;54;1;514
;;;;16210;Mikombe School;PS1;1,818;5;639;14;3;617
;;;;;;PS2;1,818;7;629;13;3;606
;;;;16211;Mwanjati J. P. School;PS1;674;7;441;20;2;412
;;;;16212;Ng'ombe Village;PS1;1,159;13;392;23;9;347
;;;;;;PS2;1,159;8;400;12;4;376
;Mangochi Masongola;;Majuni;16213;Luchichi School;PS1;737;16;416;18;4;378
;;;;16214;Majuni School;PS1;3,023;7;490;22;6;455
;;;;;;PS2;3,023;7;491;23;5;456
;;;;;;PS3;3,023;17;501;38;4;442
;;;;;;PS4;3,023;6;475;17;1;451
;;;;16215;Masongola I School;PS1;518;3;318;106;3;206
;;;;16216;Kaloka School;PS1;1,185;8;335;20;4;303
;;;;;;PS2;1,185;3;365;16;5;341
;;;;16217;Mtiya School;PS1;1,319;23;459;16;10;410
;;;;;;PS2;1,319;5;445;11;6;423
;;;;16218;Chitumba School;PS1;1,122;14;334;15;3;302
;;;;;;PS2;1,122;8;306;12;5;281
;;;;16219;Simbiri-Sanga School;PS1;1,838;18;559;17;5;519
;;;;;;PS2;1,838;16;583;20;5;542
;;;;16220;Masongola II School;PS1;1,903;11;583;88;5;479
;;;;;;PS2;1,903;1;599;102;7;489
;;;;16221;Mninje School;PS1;927;29;594;12;11;542
;;;;16258;Ndengu CBO/Balakasi ECD;PS1;2,015;7;404;11;5;381
;;;;;;PS2;2,015;13;429;22;12;382
;;;;;;PS3;2,015;3;392;19;3;367
;;;Mandimba;16222;Kwiputi School;PS1;1,627;20;547;60;6;461
;;;;;;PS2;1,627;8;542;54;4;476
;;;;16223;Chiponde School;PS1;3,236;5;514;46;1;462
;;;;;;PS2;3,236;6;496;37;3;450
;;;;;;PS3;3,236;17;506;48;2;439
;;;;;;PS4;3,236;6;507;29;2;470
;;;;16224;Chingwenya School;PS1;1,860;34;645;37;3;571
;;;;;;PS2;1,860;30;615;30;3;552
;;;;16225;Makwelani School;PS1;1,160;6;331;15;8;302
;;;;;;PS2;1,160;9;346;12;6;319
;;;;16226;Changausya School;PS1;1,135;13;307;19;7;268
;;;;;;PS2;1,135;13;306;16;4;273
;;;;16227;Nambande School;PS1;1,382;12;500;20;5;463
;;;;;;PS2;1,382;2;523;14;2;505
;;;;16228;Nasato School;PS1;1,515;17;489;22;6;444
;;;;;;PS2;1,515;13;493;20;3;457
;;;;16229;Changwale School;PS1;865;13;536;23;0;500
;;;;16230;Chinama School;PS1;1,494;11;495;28;3;453
;;;;;;PS2;1,494;4;493;32;6;451
;;;;16259;Chilole School;PS1;760;11;457;72;4;370
;;;;16260;Namwera Boys sec. school;PS1;1,125;7;381;62;3;309
;;;;;;PS2;1,125;4;384;68;3;309
;;;;16261;Ntanga CBO;PS1;865;9;600;16;2;573
Balaka;Balaka Central East;;Shire;17001;Namanolo School;PS1;1,464;12;477;51;3;411
;;;;;;PS2;1,464;9;489;68;2;410
;;;;17002;Nkhonde School;PS1;987;16;601;58;5;522
;;;;17003;Ngasale School;PS1;1,182;18;347;36;1;292
;;;;;;PS2;1,182;11;329;25;1;292
;;;;17004;Namalomba School;PS1;1,541;13;475;30;7;425
;;;;;;PS2;1,541;25;495;33;11;426
;;;;17005;Kafulafula School;PS1;2,372;5;482;20;6;451
;;;;;;PS2;2,372;13;522;20;7;482
;;;;;;PS3;2,372;20;501;23;4;454
;;;;17006;Kaweya School;PS1;1,600;19;503;32;10;442
;;;;;;PS2;1,600;12;477;34;5;426
;;;;17007;Njese School;PS1;1,246;15;426;16;2;393
;;;;;;PS2;1,246;23;429;19;2;385
;;;;17008;Namingalala School;PS1;1,585;23;468;15;5;425
;;;;;;PS2;1,585;19;447;28;7;393
;;;;17009;Chimera School;PS1;980;3;588;42;7;536
;;;;17010;Masakapende School;PS1;914;25;582;36;2;519
;;;;17011;Chingali School;PS1;1,570;18;489;33;5;433
;;;;;;PS2;1,570;15;491;21;3;452
;;;;17012;Kavunguti School;PS1;1,544;19;518;20;10;469
;;;;;;PS2;1,544;25;481;15;4;437
;;;;17013;Namphinda School;PS1;780;10;494;34;1;449
;;;;17014;Chimbumbu School;PS1;1,060;9;338;16;2;311
;;;;;;PS2;1,060;2;324;19;3;300
;;;;17015;Ferry Primary School;PS1;1,897;6;589;152;1;430
;;;;;;PS2;1,897;7;591;156;1;427
;;;;17016;Ulongwe Chamber;PS1;1,804;11;629;84;3;531
;;;;;;PS2;1,804;16;617;87;2;512
;;;;17130;Nanthomba School;PS1;714;6;392;65;7;314
;;;;17131;Mlambe School;PS1;824;5;508;37;5;461
;;;Nkhonde;17017;Ntalikachao School;PS1;894;14;593;64;6;509
;;;;17018;Kapandatsitsi School;PS1;841;4;419;68;1;346
;;;;17019;Ngwengwe School;PS1;762;16;465;29;5;415
;;;;17020;Chilanga School;PS1;1,173;24;396;36;1;335
